Timestamp,"Research Participation Consent
I have read the information provided above and voluntarily agree to participate in this research study. I understand that my responses will be anonymous and used only for academic and research purposes.",How old are you? ,What is your gender? ,  Which university are you currently studying in?  ,   What program are you currently enrolled in?  ,  Which year are you currently studying in?  ,  Current GPA/CGPA  ,"On average, how many hours do you study per day (outside class)?",What is your approximate class attendance?,"How often do you feel overwhelmed by assignments, projects, and deadlines? ","How many major exams, tests, or assessments have you completed during the current semester or year? ",How many hours of sleep do you get per night? ,"On average, how much time do you spend on social media each day?",How often do you engage in physical activity or exercise?,  Part-time Job  ,"On average, what is your total daily screen time (including study and entertainment)?",How often do financial concerns related to your education cause you stress?,"When you feel stressed, how often do you have someone you trust to talk to? ","During the last month, how often have you felt nervous or stressed because of your studies?","During the last month, how often have you felt that your academic responsibilities were becoming difficult to manage?  ","During the last month, how often have you worried about your academic performance or grades?  ","During the last month, how often have you felt confident in your ability to handle academic challenges?  ","During the last month, how often have you felt that things were going well in your academic life?  ","During the last month, how often have you felt overwhelmed by the amount of work you needed to complete?","During the last month, how often have you been able to stay calm when facing academic pressure?  ","During the last month, how often have you felt in control of your studies and responsibilities?  ","During the last month, how often have you felt frustrated because of situations beyond your control?  ","During the last month, how often have you felt that your academic problems were piling up faster than you could handle them?  ","Overall, how satisfied are you with your academic life at the moment?","In your opinion, what is the biggest source of academic stress in your life, and why? ",Have you ever thought about taking a break from your studies because of academic pressure?  ,How often do concerns about your future career or employment cause you stress?,How satisfied are you with your current academic performance?,Data_Source
8/13/2026 16:18:07,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,3rd Year,2.0–2.49,Less than 1,Below 60%,3,3-4,Less than 5,1–2 hours,1–2 days/week,No,Less than 3 hours,2,3,4,4,3,4,3,4,4,3,3,3,2,Unsure ,Sometimes,3,2,Synthetic
8/13/2026 20:48:50,"Yes, I agree to participate.",Above 25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,3–4,71–80%,4,More than 6,Less than 5,1–2 hours,3–4 days/week,Yes,6–8 hours,2,2,5,3,4,2,2,4,2,3,4,3,3,"Result delays and session delays in university, internal assessments and assignments piling up together",Often,4,3,Synthetic
8/14/2026 0:18:35,"Yes, I agree to participate.",20-22,Female,Sudurpaschim University,BCA,4th Year,3.5–4.0,1–2,Above 90%,1,3-4,7–8,5–6 hours,3–4 days/week,No,6–8 hours,2,3,1,1,2,4,4,3,5,5,3,2,4,Exam routine keeps changing and results come very late,Never,3,5,Synthetic
8/14/2026 2:01:06,"Yes, I agree to participate.",23-25,Female,Agriculture and Forestry University,Agriculture,2nd Year,3.0–3.49,1–2,71–80%,3,1-2,5–6,Less than 1 hour,3–4 days/week,Yes,Less than 3 hours,4,3,3,2,3,3,3,3,4,3,2,3,3,Future ,Rarely,2,4,Synthetic
8/14/2026 4:10:20,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BBS,3rd Year,2.5–2.99,3–4,60–70%,4,3-4,7–8,1–2 hours,3–4 days/week,No,6–8 hours,2,2,1,2,3,4,4,1,4,5,2,2,3,"Too many assignments and lab reports with the same deadline, procrastination",Rarely,4,4,Synthetic
8/14/2026 6:11:39,"Yes, I agree to participate.",20-22,Prefer not to say,Madhyapaschim University,BCA,4th Year,2.5–2.99,Less than 1,60–70%,2,5-6,5–6,3–4 hours,3–4 days/week,Yes,3–5 hours,4,3,4,4,3,1,2,4,2,1,4,4,1,Working part time and studying at the same time,Very Often,4,4,Synthetic
8/14/2026 7:08:55,"Yes, I agree to participate.",17-19,Male,Other,BDS,1st Year,Not Available Yet,3–4,81–90%,2,More than 6,7–8,3–4 hours,5–6 days/week,Yes,6–8 hours,1,2,2,2,1,5,5,1,4,4,2,1,5,Unsure about future after graduation,Rarely,2,5,Synthetic
8/14/2026 7:44:00,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,1st Year,3.0–3.49,3–4,60–70%,2,1-2,5–6,5–6 hours,Never,No,More than 8 hours,3,4,2,3,4,3,4,2,2,3,3,3,3,Internal assessments and assignments piling up together,Rarely,4,4,Synthetic
8/14/2026 13:48:50,"Yes, I agree to participate.",17-19,Female,Madhyapaschim University,BBS,1st Year,3.5–4.0,5–6,Above 90%,4,1-2,Less than 5,Less than 1 hour,3–4 days/week,Yes,6–8 hours,5,2,5,4,4,2,2,4,3,1,4,3,2,"Balancing part-time job and classes, I don't get enough time to study",Sometimes,3,3,Synthetic
8/14/2026 14:22:44,"Yes, I agree to participate.",20-22,Female,Kathmandu University,MBBS,3rd Year,2.5–2.99,1–2,60–70%,4,More than 6,5–6,5–6 hours,1–2 days/week,No,More than 8 hours,3,4,3,4,3,2,2,5,4,2,4,4,3,Project submission deadlines clashing with exams,Rarely,4,3,Synthetic
8/14/2026 17:19:50,"Yes, I agree to participate.",23-25,Male,Sudurpaschim University,BSc CSIT,4th Year,2.5–2.99,Less than 1,71–80%,2,5-6,7–8,Less than 1 hour,Daily,No,Less than 3 hours,1,4,1,2,2,4,4,2,4,3,1,2,4,Career,Rarely,4,4,Synthetic
8/14/2026 17:34:34,"Yes, I agree to participate.",17-19,Male,Agriculture and Forestry University,Agriculture,1st Year,Not Available Yet,5–6,81–90%,4,3-4,Less than 5,Less than 1 hour,1–2 days/week,Yes,3–5 hours,5,4,3,4,2,3,3,3,1,2,4,4,3,"Balancing part-time job and classes, I don't get enough time to study",Rarely,4,3,Synthetic
8/15/2026 2:24:44,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,2.0–2.49,Less than 1,60–70%,3,3-4,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,2,4,2,1,2,3,2,3,3,3,2,1,3,Working part time and studying at the same time,Rarely,3,3,Synthetic
8/15/2026 2:43:06,"Yes, I agree to participate.",Above 25,Male,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,3–4,71–80%,5,5-6,7–8,Less than 1 hour,1–2 days/week,No,3–5 hours,3,2,5,5,5,2,2,5,1,2,5,5,3,Ok,Very Often,4,3,Synthetic
8/15/2026 3:41:06,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BE/B.Tech,3rd Year,2.5–2.99,1–2,71–80%,4,3-4,7–8,Less than 1 hour,3–4 days/week,No,3–5 hours,4,2,3,3,4,3,3,3,3,2,4,3,2,Career,Often,2,3,Synthetic
8/15/2026 6:13:55,"Yes, I agree to participate.",23-25,Female,Kathmandu University,BE/B.Tech,3rd Year,3.0–3.49,3–4,81–90%,2,3-4,7–8,1–2 hours,Daily,No,6–8 hours,2,4,2,3,3,3,3,2,4,4,3,3,4,Balancing money and education,Rarely,2,3,Synthetic
8/15/2026 8:40:37,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BCA,1st Year,Not Available Yet,3–4,71–80%,3,More than 6,Less than 5,3–4 hours,1–2 days/week,No,6–8 hours,5,4,2,3,4,2,3,4,3,4,2,2,4,"Financial pressure because my family struggles to pay tuition, pressure to become a doctor/engineer like my family expects",Sometimes,3,4,Synthetic
8/15/2026 9:43:30,"Yes, I agree to participate.",17-19,Male,Tribhuvan University,BBS,2nd Year,3.5–4.0,5–6,71–80%,3,3-4,7–8,1–2 hours,5–6 days/week,Yes,More than 8 hours,3,3,4,2,3,3,3,3,3,3,4,3,3,Exam routine keeps changing and results come very late,Never,3,4,Synthetic
8/15/2026 14:19:07,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,1st Year,Not Available Yet,1–2,Below 60%,3,5-6,5–6,1–2 hours,1–2 days/week,No,3–5 hours,1,2,3,2,2,4,5,3,4,3,2,2,5,Exam routine keeps changing and results come very late,Never,3,4,Synthetic
8/15/2026 20:32:36,"Yes, I agree to participate.",Above 25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,1–2,Below 60%,3,More than 6,Less than 5,1–2 hours,3–4 days/week,Yes,3–5 hours,5,4,5,4,5,3,2,5,1,2,5,4,3,Job ,Very Often,5,2,Synthetic
8/15/2026 22:09:56,"Yes, I agree to participate.",23-25,Female,Rajarshi Janak University,Agriculture,1st Year,Not Available Yet,1–2,71–80%,2,3-4,Less than 5,1–2 hours,1–2 days/week,No,3–5 hours,4,4,3,2,2,4,4,2,2,4,2,3,4,Assignment ,Sometimes,3,4,Synthetic
8/15/2026 23:42:32,"Yes, I agree to participate.",Above 25,Female,Other,BSc Nursing,4th Year,3.5–4.0,3–4,81–90%,5,5-6,Less than 5,1–2 hours,1–2 days/week,Yes,6–8 hours,4,2,5,5,4,2,2,4,2,2,4,4,1,Job ,Very Often,4,3,Synthetic
8/16/2026 0:39:46,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,3–4,71–80%,3,1-2,5–6,3–4 hours,3–4 days/week,No,6–8 hours,2,3,2,2,2,3,3,3,2,5,2,3,3,Board exams,Rarely,2,4,Synthetic
8/16/2026 1:03:33,"Yes, I agree to participate.",20-22,Female,Agriculture and Forestry University,Agriculture,3rd Year,3.5–4.0,5–6,81–90%,3,More than 6,5–6,1–2 hours,3–4 days/week,Yes,3–5 hours,4,3,4,3,2,3,3,3,3,2,3,3,3,Family expectations to get good grades,Often,3,4,Synthetic
8/16/2026 4:23:46,"Yes, I agree to participate.",Above 25,Female,Kathmandu University,BSc Nursing,4th Year,3.0–3.49,1–2,71–80%,2,More than 6,7–8,3–4 hours,5–6 days/week,No,More than 8 hours,2,3,3,2,2,3,4,3,3,4,3,2,2,Internal assessments and assignments piling up together,Rarely,3,4,Synthetic
8/16/2026 6:15:39,"Yes, I agree to participate.",20-22,Male,Kathmandu University,BDS,2nd Year,3.5–4.0,5–6,60–70%,2,1-2,7–8,Less than 1 hour,1–2 days/week,No,3–5 hours,3,4,1,2,2,3,4,1,4,5,2,2,3,"Exams, because the whole year's result depends on the final board exam",Never,3,5,Synthetic
8/16/2026 8:46:48,"Yes, I agree to participate.",23-25,Female,Kathmandu University,MBBS,5th Year,3.5–4.0,5–6,71–80%,2,3-4,7–8,5–6 hours,3–4 days/week,No,More than 8 hours,3,5,2,2,3,3,3,3,3,4,3,3,5,Too many assignments and lab reports with the same deadline,Rarely,3,4,Synthetic
8/16/2026 12:33:26,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BSc Nursing,4th Year,2.5–2.99,1–2,60–70%,3,3-4,5–6,1–2 hours,3–4 days/week,No,3–5 hours,3,3,5,3,3,3,3,2,3,4,3,3,2,Unsure about future after graduation,Sometimes,4,4,Synthetic
8/16/2026 14:15:17,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,Law(LLB),5th Year,Not Available Yet,Less than 1,81–90%,3,More than 6,7–8,3–4 hours,Never,Yes,6–8 hours,3,2,3,4,2,3,1,3,2,3,3,3,2,Deadlines,Sometimes,4,3,Synthetic
8/16/2026 17:41:10,"Yes, I agree to participate.",23-25,Male,Pokhara University,BE/B.Tech,3rd Year,3.0–3.49,1–2,60–70%,2,5-6,5–6,3–4 hours,1–2 days/week,Yes,6–8 hours,3,3,2,2,3,5,3,3,2,2,3,3,4,Procrastination,Sometimes,3,4,Synthetic
8/16/2026 20:11:39,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,Law(LLB),5th Year,3.5–4.0,5–6,Above 90%,3,1-2,5–6,1–2 hours,1–2 days/week,Yes,6–8 hours,4,3,1,2,2,4,4,1,4,4,2,2,4,Unsure about future after graduation,Never,3,4,Synthetic
8/16/2026 21:43:12,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,Law(LLB),4th Year,2.5–2.99,1–2,71–80%,3,1-2,Less than 5,3–4 hours,Daily,Yes,6–8 hours,4,2,1,3,3,5,5,1,4,5,1,3,3,Paying semester fees while living in Kathmandu is hard,Sometimes,4,5,Synthetic
8/17/2026 0:16:52,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc CSIT,2nd Year,3.0–3.49,5–6,71–80%,4,More than 6,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,3,1,5,4,5,2,2,4,1,4,4,4,2,Career,Very Often,5,2,Synthetic
8/17/2026 2:33:21,"Yes, I agree to participate.",23-25,Female,Sudurpaschim University,BCA,3rd Year,3.0–3.49,5–6,81–90%,4,3-4,7–8,3–4 hours,3–4 days/week,Yes,6–8 hours,3,3,3,4,3,2,4,4,3,3,4,4,3,Too many assignments and lab reports with the same deadline,Sometimes,4,4,Synthetic
8/17/2026 3:04:59,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,4th Year,2.0–2.49,Less than 1,71–80%,4,5-6,7–8,1–2 hours,1–2 days/week,Yes,3–5 hours,4,3,4,3,4,3,4,4,3,3,3,5,2,Too many assignments and lab reports with the same deadline,Sometimes,3,3,Synthetic
8/17/2026 3:38:53,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BBS,4th Year,2.0–2.49,Less than 1,Below 60%,5,5-6,Less than 5,1–2 hours,3–4 days/week,Yes,6–8 hours,3,2,5,4,4,2,1,5,2,3,4,3,4,Ok,Often,2,1,Synthetic
8/17/2026 4:56:36,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BSc CSIT,1st Year,Not Available Yet,3–4,60–70%,3,5-6,7–8,1–2 hours,Never,Yes,6–8 hours,3,1,4,3,4,3,4,4,4,2,3,2,4,Frequent internal exams and practicals,Rarely,3,4,Synthetic
8/17/2026 5:07:22,"Yes, I agree to participate.",20-22,Female,Kathmandu University,MBBS,1st Year,3.0–3.49,3–4,81–90%,5,5-6,7–8,1–2 hours,3–4 days/week,No,6–8 hours,5,2,4,5,5,1,2,5,2,1,5,4,2,"Exams, because the whole year's result depends on the final board exam",Often,4,3,Synthetic
8/17/2026 5:14:49,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,Law(LLB),5th Year,3.5–4.0,3–4,81–90%,2,1-2,7–8,1–2 hours,3–4 days/week,Yes,6–8 hours,2,3,3,2,2,4,5,2,3,3,1,2,5,"Career, jobs are very limited in Nepal, capstone projects.",Rarely,3,4,Synthetic
8/17/2026 6:22:15,"Yes, I agree to participate.",Above 25,Female,Other,BSc Nursing,3rd Year,3.0–3.49,5–6,81–90%,3,More than 6,7–8,3–4 hours,3–4 days/week,No,More than 8 hours,4,3,1,2,1,4,4,2,5,5,1,2,4,Study management,Rarely,3,4,Synthetic
8/17/2026 9:01:43,"Yes, I agree to participate.",23-25,Prefer not to say,Pokhara University,MBBS,5th Year,2.5–2.99,1–2,60–70%,2,More than 6,Less than 5,5–6 hours,3–4 days/week,No,More than 8 hours,2,2,3,4,2,4,2,3,2,3,3,3,3,Tuition fees and hostel expenses,Often,4,5,Synthetic
8/17/2026 9:02:38,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,3rd Year,3.0–3.49,3–4,71–80%,1,3-4,7–8,5–6 hours,Daily,No,More than 8 hours,2,3,1,1,2,4,5,2,4,4,1,2,5,Lack of practical classes and resources,Never,2,4,Synthetic
8/17/2026 9:12:00,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BSc Nursing,2nd Year,3.0–3.49,More than 6 hours,71–80%,2,3-4,More than 8,1–2 hours,3–4 days/week,No,More than 8 hours,1,2,2,2,2,4,3,2,3,3,1,2,4,Nothing much,Rarely,3,5,Synthetic
8/17/2026 14:57:15,"Yes, I agree to participate.",23-25,Female,Pokhara University,BIM,4th Year,3.5–4.0,5–6,Above 90%,5,More than 6,5–6,3–4 hours,Never,Yes,6–8 hours,5,3,4,4,5,1,2,4,2,3,4,3,2,"Job, multiple assignments",Sometimes,4,3,Synthetic
8/17/2026 16:23:31,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,3rd Year,3.0–3.49,1–2,71–80%,3,3-4,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,5,5,3,4,4,4,3,4,3,2,2,3,3,Too many assignments and lab reports with the same deadline,Sometimes,5,3,Synthetic
8/17/2026 23:07:21,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,4th Year,3.0–3.49,3–4,81–90%,2,1-2,7–8,5–6 hours,3–4 days/week,Yes,6–8 hours,3,2,3,3,3,3,2,4,3,2,3,3,4,Not able to focus because of phone,Often,3,3,Synthetic
8/18/2026 4:00:31,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,Agriculture,1st Year,3.5–4.0,3–4,81–90%,1,1-2,5–6,5–6 hours,1–2 days/week,Yes,More than 8 hours,3,4,2,1,1,5,4,1,4,5,2,1,5,Internal assessments and assignments piling up together,Rarely,2,5,Synthetic
8/18/2026 5:48:44,"Yes, I agree to participate.",23-25,Male,Rajarshi Janak University,BBS,2nd Year,3.0–3.49,Less than 1,71–80%,3,More than 6,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,3,3,2,3,2,5,3,2,5,4,2,1,4,"TU exam pattern, everything depends on final exam",Sometimes,5,5,Synthetic
8/18/2026 6:06:35,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,Law(LLB),4th Year,3.0–3.49,1–2,81–90%,2,More than 6,7–8,3–4 hours,Never,No,6–8 hours,2,2,4,3,3,2,3,4,3,3,3,4,3,Outdated syllabus and theory heavy teaching,Sometimes,3,3,Synthetic
8/18/2026 9:35:34,"Yes, I agree to participate.",20-22,Female,Purbanchal University,Law(LLB),2nd Year,3.0–3.49,3–4,71–80%,3,3-4,5–6,3–4 hours,Never,Yes,More than 8 hours,4,4,4,3,4,3,1,2,2,2,4,3,3,Nothing much,Often,3,4,Synthetic
8/18/2026 10:07:41,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,2nd Year,2.5–2.99,3–4,81–90%,3,1-2,Less than 5,1–2 hours,3–4 days/week,Yes,6–8 hours,3,5,4,4,3,2,3,3,3,4,3,4,2,Too many assignments and lab reports with the same deadline,Sometimes,4,3,Synthetic
8/18/2026 14:06:29,"Yes, I agree to participate.",23-25,Female,Purbanchal University,BHM,3rd Year,2.5–2.99,1–2,81–90%,4,1-2,Less than 5,1–2 hours,Never,Yes,3–5 hours,3,3,5,5,4,2,2,5,2,3,4,5,3,Assignment ,Often,3,3,Synthetic
8/18/2026 18:12:07,"Yes, I agree to participate.",23-25,Female,Purbanchal University,Agriculture,3rd Year,2.5–2.99,5–6,71–80%,5,More than 6,5–6,3–4 hours,1–2 days/week,No,6–8 hours,5,2,5,5,5,2,2,5,2,1,5,5,1,Frustration ,Often,3,3,Synthetic
8/18/2026 22:01:27,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BHM,3rd Year,3.5–4.0,1–2,71–80%,4,More than 6,5–6,1–2 hours,3–4 days/week,Yes,6–8 hours,4,4,3,2,3,3,4,4,3,3,3,3,3,"Career, jobs are very limited in Nepal",Sometimes,4,5,Synthetic
8/19/2026 1:14:16,"Yes, I agree to participate.",17-19,Female,Other,BDS,2nd Year,3.5–4.0,5–6,Above 90%,2,5-6,More than 8,Less than 1 hour,1–2 days/week,No,6–8 hours,3,3,2,2,2,5,4,2,4,3,3,2,4,Unsure about future after graduation,Never,4,5,Synthetic
8/19/2026 2:49:21,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,3rd Year,3.0–3.49,3–4,71–80%,5,More than 6,Less than 5,3–4 hours,1–2 days/week,Yes,6–8 hours,5,2,4,4,4,2,3,4,1,2,4,3,3,Job market is competitive and many seniors are still unemployed,Often,4,3,Synthetic
8/19/2026 4:06:37,"Yes, I agree to participate.",20-22,Female,Kathmandu University,MBBS,2nd Year,3.5–4.0,More than 6 hours,81–90%,1,5-6,7–8,5–6 hours,5–6 days/week,No,More than 8 hours,1,4,1,2,2,5,4,2,4,4,1,2,4,Exam routine keeps changing and results come very late,Sometimes,3,5,Synthetic
8/19/2026 4:58:49,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BBS,4th Year,3.0–3.49,1–2,81–90%,1,5-6,5–6,Less than 1 hour,3–4 days/week,Yes,Less than 3 hours,2,3,3,2,2,3,4,1,3,5,2,2,4,Deadlines,Sometimes,4,4,Synthetic
8/19/2026 5:12:38,"Yes, I agree to participate.",23-25,Male,Agriculture and Forestry University,Agriculture,2nd Year,3.5–4.0,5–6,60–70%,3,5-6,5–6,5–6 hours,5–6 days/week,No,More than 8 hours,3,2,4,4,3,4,4,3,2,3,4,3,4,Balancing money and education,Often,4,3,Synthetic
8/19/2026 5:12:58,"Yes, I agree to participate.",20-22,Male,Purbanchal University,BCA,4th Year,Below 2.0,Less than 1,71–80%,5,More than 6,Less than 5,More than 6 hours,Never,No,More than 8 hours,4,2,5,5,4,1,2,4,2,2,4,4,2,Board exams,Sometimes,4,1,Synthetic
8/19/2026 6:16:37,"Yes, I agree to participate.",23-25,Female,Sudurpaschim University,BSc CSIT,4th Year,2.5–2.99,3–4,71–80%,2,More than 6,7–8,3–4 hours,3–4 days/week,Yes,3–5 hours,2,3,1,2,1,5,4,1,5,4,1,1,5,Board exams,Never,3,3,Synthetic
8/19/2026 7:56:50,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BCA,2nd Year,3.0–3.49,5–6,81–90%,4,5-6,5–6,3–4 hours,Never,Yes,6–8 hours,2,3,5,4,5,3,2,4,4,2,3,4,3,Project submission deadlines clashing with exams,Sometimes,2,3,Synthetic
8/19/2026 8:11:12,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BBS,4th Year,3.5–4.0,3–4,60–70%,2,3-4,5–6,1–2 hours,1–2 days/week,Yes,6–8 hours,1,5,2,2,3,2,5,1,4,4,2,3,3,Multiple assignments ,Rarely,3,5,Synthetic
8/19/2026 10:37:38,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,3–4,60–70%,2,1-2,5–6,Less than 1 hour,3–4 days/week,Yes,6–8 hours,2,3,1,3,1,3,5,1,3,5,1,2,4,"Exams, because the whole year's result depends on the final board exam, family expectations to get good grades",Rarely,3,3,Synthetic
8/19/2026 10:55:06,"Yes, I agree to participate.",Above 25,Prefer not to say,Purbanchal University,Agriculture,3rd Year,3.0–3.49,3–4,71–80%,2,5-6,5–6,5–6 hours,1–2 days/week,No,More than 8 hours,3,5,3,3,2,3,4,3,3,2,2,3,3,Internal assessments and assignments piling up together,Sometimes,3,3,Synthetic
8/19/2026 13:38:22,"Yes, I agree to participate.",20-22,Female,Other,BSc Nursing,2nd Year,3.0–3.49,1–2,71–80%,5,3-4,Less than 5,1–2 hours,1–2 days/week,No,Less than 3 hours,4,5,5,4,4,2,1,5,2,5,3,5,3,Deadlines,Often,3,4,Synthetic
8/19/2026 16:56:17,"Yes, I agree to participate.",Above 25,Male,Kathmandu University,MBBS,5th Year,Not Available Yet,Less than 1,Above 90%,1,3-4,Less than 5,Less than 1 hour,3–4 days/week,Yes,3–5 hours,2,5,2,3,2,5,3,3,4,4,2,2,4,Future career concerns because I am unsure about job opportunities,Sometimes,4,3,Synthetic
8/19/2026 17:33:03,"Yes, I agree to participate.",20-22,Female,Pokhara University,BCA,2nd Year,3.5–4.0,3–4,81–90%,3,More than 6,7–8,3–4 hours,Never,No,6–8 hours,2,3,2,2,2,4,2,2,4,5,2,1,3,Multiple assignments ,Rarely,2,5,Synthetic
8/19/2026 19:55:18,"Yes, I agree to participate.",17-19,Female,Other,BDS,2nd Year,3.0–3.49,3–4,71–80%,4,5-6,Less than 5,5–6 hours,5–6 days/week,No,6–8 hours,4,1,4,5,5,1,2,5,2,2,5,4,2,Deadlines,Very Often,4,3,Synthetic
8/19/2026 20:37:37,"Yes, I agree to participate.",Above 25,Male,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,More than 6 hours,Above 90%,3,5-6,7–8,5–6 hours,3–4 days/week,Yes,More than 8 hours,4,4,4,4,3,3,3,3,4,3,4,3,3,Sometimes,Rarely,3,5,Synthetic
8/20/2026 0:54:47,"Yes, I agree to participate.",17-19,Female,Rajarshi Janak University,BCA,4th Year,2.0–2.49,Less than 1,Below 60%,5,3-4,Less than 5,1–2 hours,Never,Yes,Less than 3 hours,4,2,5,4,5,1,2,4,1,1,5,4,2,Deadlines,Often,5,3,Synthetic
8/20/2026 1:38:22,"Yes, I agree to participate.",17-19,Female,Agriculture and Forestry University,Agriculture,1st Year,3.5–4.0,1–2,71–80%,2,More than 6,5–6,1–2 hours,Never,Yes,3–5 hours,2,4,2,1,2,4,3,2,4,4,1,2,5,Financial pressure ,Never,3,5,Synthetic
8/20/2026 2:10:05,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,MBBS,3rd Year,2.0–2.49,1–2,71–80%,4,More than 6,5–6,3–4 hours,Never,Yes,6–8 hours,4,3,4,5,4,3,2,5,2,4,4,3,3,Job ,Sometimes,3,3,Synthetic
8/20/2026 7:28:42,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,1–2,60–70%,3,5-6,5–6,3–4 hours,3–4 days/week,Yes,3–5 hours,4,5,5,4,5,1,2,4,2,2,5,4,3,Financial ,Often,3,3,Synthetic
8/20/2026 12:13:14,"Yes, I agree to participate.",23-25,Female,Other,BSc Nursing,4th Year,3.5–4.0,5–6,81–90%,1,3-4,7–8,More than 6 hours,1–2 days/week,No,More than 8 hours,1,3,2,2,1,3,5,1,3,4,2,2,3,Procrastination,Sometimes,4,4,Synthetic
8/20/2026 12:26:13,"Yes, I agree to participate.",17-19,Female,Sudurpaschim University,BSc CSIT,2nd Year,2.5–2.99,1–2,60–70%,5,5-6,7–8,5–6 hours,1–2 days/week,No,More than 8 hours,4,2,5,5,4,2,1,4,2,2,5,4,2,"Career, jobs are very limited in Nepal",Very Often,5,4,Synthetic
8/20/2026 12:46:09,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,Agriculture,3rd Year,3.5–4.0,5–6,71–80%,2,3-4,7–8,1–2 hours,3–4 days/week,No,6–8 hours,3,5,2,1,1,4,5,3,3,4,2,1,3,Multiple assignments ,Rarely,3,5,Synthetic
8/20/2026 12:56:16,"Yes, I agree to participate.",20-22,Female,Rajarshi Janak University,BCA,1st Year,Not Available Yet,Less than 1,71–80%,3,1-2,7–8,3–4 hours,3–4 days/week,No,6–8 hours,2,3,3,4,3,3,3,3,4,4,2,3,4,"Pressure to become a doctor/engineer like my family expects, assignments because multiple deadlines occur at the same time",Never,4,3,Synthetic
8/20/2026 13:04:15,"Yes, I agree to participate.",Above 25,Male,Kathmandu University,BE/B.Tech,2nd Year,2.5–2.99,Less than 1,71–80%,3,More than 6,5–6,1–2 hours,3–4 days/week,No,3–5 hours,2,3,3,3,3,4,3,3,3,3,4,3,3,Board exams,Rarely,3,3,Synthetic
8/20/2026 14:55:48,"Yes, I agree to participate.",Above 25,Male,Purbanchal University,BCA,2nd Year,3.5–4.0,3–4,81–90%,3,1-2,7–8,5–6 hours,3–4 days/week,No,More than 8 hours,2,5,1,2,1,4,3,2,4,4,2,2,5,Assignments because multiple deadlines occur at the same time,Never,3,5,Synthetic
8/20/2026 17:13:28,"Yes, I agree to participate.",20-22,Female,Other,BSc Nursing,3rd Year,3.5–4.0,Less than 1,71–80%,4,5-6,More than 8,Less than 1 hour,1–2 days/week,No,3–5 hours,2,1,3,2,3,3,5,2,4,4,2,2,4,Board exams,Sometimes,1,4,Synthetic
8/20/2026 22:20:15,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BCA,3rd Year,3.5–4.0,3–4,81–90%,3,5-6,5–6,3–4 hours,Never,No,More than 8 hours,3,4,5,3,4,2,2,5,3,2,4,5,3,Assignments because multiple deadlines occur at the same time,Rarely,3,5,Synthetic
